Item,Sentence 
id_00006970,"color is Peach bud 23"" approx. length from high point shoulder to hem, 50"" chest, 43"" waist, 9.5"" sleeve length from high point shoulder Measured from Small"
id_00006971,"color is Black Knit 97% polyester, 3% spandex"
id_00006972,color is Navy Short sleeves Knit
id_00006973,"color is Rust taupe Snap-button closure, adjustable straps Unlined"
id_00006974,"color is Ivory Shawl collar, long sleeves Lightweight"
id_00006975,"color is Dark navy Lightweight 63% acrylic, 37% nylon"
id_00006976,color is Light blue Round neckline Lightweight knit
id_00006977,color is Dark purple Fully lined Woven
id_00006978,"color is Dark denim Lightweight, woven Unlined"
id_00006979,"color is Cream gold Midweight, woven Fully lined, concealed back zipper"
id_00006980,"color is Dark grey Unlined Lightweight, woven"
id_00006981,"color is Chocolate teal Woven, fully lined Lightweight"
id_00006982,"color is Burgundy Buttoned long sleeves Lightweight, woven"
id_00006983,"color is Blush silver Unlined, woven & knit Scoop neckline"
id_00006984,"color is Black cream Unlined, knit Exposed back zipper"
id_00006985,"color is Brown Fully lined, open front Lightweight, woven"
id_00006986,"color is Dark grey Unlined Lightweight, woven"
id_00006987,"color is Blush Lightweight, woven Unlined"
id_00006988,"color is Purple blush Concealed side zipper, unlined Lightweight, woven"
id_00006989,"color is Cream gold Invisible back zipper, fully lined Lightweight knit"
id_00006990,"color is Heather grey multi Officially licensed product 50% polyester, 37% cotton, 13% rayon"
id_00006991,"color is Indigo Lightweight 98% rayon, 2% spandex"
id_00006992,color is Red Invisible back zipper Lightweight
id_00006993,"color is Taupe Partially lined, knit Shell: 84% polyester, 16% cotton; Lining: 100% polyester"
id_00006994,color is Black taupe Lightweight knit 100% rayon
id_00006995,"color is Blue multi Shallow round neckline, short sleeves Lightweight knit"
id_00006996,"color is Cream 99% polyester, 1% spandex 21"" full length, 40"" chest, 40"" waist, 24"" sleeve length"
id_00006997,"color is Orange Partially lined, concealed back zipper Midweight, woven"
id_00006998,color is Black Crew neckline 100% cotton
id_00006999,"color is Black white Shell 1: 74% polyester, 26% rayon: Shell 2: 96% rayon, 4% spandex 24.5"" full length, 38"" chest, 38"" waist, 26"" sleeve length"
id_00007000,"color is Ivory blue Woven, zip fly 100% cotton"
id_00007001,"color is Black cream Unlined Lightweight, woven"
id_00007002,"color is Black Zip fly Unlined, woven"
id_00007003,color is Navy cream Lightweight knit 100% rayon
id_00007004,color is Black grey Woven 100% cotton
id_00007005,"color is Blue white Unlined, woven 100% cotton"
id_00007006,"color is Black Lightweight knit 95% rayon, 5% spandex"
id_00007007,"color is Navy Unlined 94% viscose, 6% spandex"
id_00007008,"color is Beige navy 25"" approx. length from high point shoulder to hem, 40"" chest, 40"" waist, 21"" sleeve length from high point shoulder Measured from Small"
id_00007009,"color is Taupe Lightweight knit 57% acrylic, 43% nylon"
id_00007010,"color is Cream periwinkle Unlined, woven 100% viscose"
id_00007011,"color is Mauve Unlined, woven 100% rayon"
id_00007012,"color is Olive Knit 95% rayon, 5% spandex"
id_00007013,"color is Cream Knit 50% cotton, 50% modal"
id_00007014,"color is Dark grey cream Short sleeves Crew neck, ribbed trim"
id_00007015,"color is Rust approx. length from high point shoulder to hem 23"" - 27"",  37"" chest, 37"" waist, 28"" sleeve length from high point shoulder Measured from Small"
id_00007016,"color is Teal Fully lined, sleeveless Lightweight"
id_00007017,"color is Cream Unlined Lightweight, woven"
id_00007018,"color is Cream black Concealed back zipper Woven, fully lined"
id_00007019,color is Red black Lightweight woven Unlined
id_00007020,"color is Black gunmetal Lightweight, woven Fully lined, concealed side zipper"
id_00007021,color is Cream Fully lined Woven & knit
id_00007022,color is Rust Ribbed trim Lightweight knit
id_00007023,"color is Jade Unlined Lightweight, woven"
id_00007024,color is Grey white Unlined Lightweight
id_00007025,color is Ivory grey Midweight Round neckline
id_00007026,"color is Red cream Lightweight knit 48% polyester, 48% rayon, 4% spandex"
id_00007027,color is Blue yellow Short sleeves 100% cotton
id_00007028,color is Black Semi-sheer Knit
id_00007029,color is Black brown Ribbed trim Knit
id_00007030,"color is Cream aqua Lightweight, woven Partially lined"
id_00007031,"color is Pink Fully lined, concealed back zipper Lightweight, woven"
id_00007032,color is Olive Ribbed trim Lightweight
id_00007033,"color is Cream black Unlined, woven Vented sides"
id_00007034,color is Taupe multi Officially licensed product Raw-cut trim
id_00007035,"color is Aqua 32"" approx. length from high point shoulder to hem, 28"" chest, 26"" waist Measured from Small"
id_00007036,color is Berry Lightweight knit Unlined
id_00007037,"color is Cream Lightweight, woven Unlined"
id_00007038,"color is Teal Short sleeves  Lightweight, unlined"
id_00007039,"color is White blue Six hook-eye front closures, unlined Lightweight, woven"
id_00007040,"color is Black white Knit Rounded front hem, drawstring hood"
id_00007041,"color is Sage Knit Shell 1: 68% polyester, 32% rayon; Shell 2: 92% nylon, 8% spandex"
id_00007042,"color is Red Unlined, lightweight Zip fly"
id_00007043,color is Burgundy Fully lined Lightweight knit
id_00007044,"color is Tangerine green Fully lined Lightweight, woven"
id_00007045,"color is Red cream Unlined Lightweight, woven"
id_00007046,"color is Burgundy Fully lined Lightweight, woven"
id_00007047,"color is Black cream Sleeveless, unlined Lightweight, woven"
id_00007048,"color is Faded rose Unlined Lightweight, woven"
id_00007049,color is Cream Knit Shell Ground: 100% nylon; Shell Embroidery: 100% cotton
id_00007050,"color is Heather grey Front patch pocket, knit 95% viscose, 5% spandex"
id_00007051,"color is Beige black Lightweight, woven Unlined"
id_00007052,"color is Cream multi Partially lined, woven Shell: 100% rayon; Lining: 100% cotton"
id_00007053,color is Black Buttoned back keyhole Unlined
id_00007054,"color is Black cream 95% rayon, 5% spandex 10.5"" bust to hem, 28"" chest, 25"" waist"
id_00007055,color is Denim Unlined Lightweight
id_00007056,color is Taupe cream Knit Medium weight
id_00007057,"color is Cream Partially lined, concealed back zipper Lightweight"
id_00007058,"color is Black blue Lightweight, unlined Woven"
id_00007059,"color is Lime Round neckline, scoop back Semi-sheer"
id_00007060,"color is Ivory black Mock welt chest pocket, unlined Lightweight"
id_00007061,"color is Navy Unlined, lightweight 69% polyester, 27% rayon, 4% spandex"
id_00007062,"color is Grey cream Long sleeves, midweight 49% acrylic, 22% cotton, 17% polyester, 10% wool, 2% other fibers"
id_00007063,color is Navy white Knit Vented hem
id_00007064,"color is Taupe burgundy Lightweight knit Shell 1: 100% rayon; Shell 2: 58% cotton, 37% rayon, 5% nylon"
id_00007065,"color is Black cream 32.5"" approx. length from high point shoulder to hem, 31"" chest, 26"" waist, 18.5"" sleeve length from high point shoulder Measured from Small"
id_00007066,"color is Heather grey white Lightweight, elasticized waist Front on-seam pockets, back patch pocket"
id_00007067,"color is Black ivory Woven, fully lined 100% polyester"
id_00007068,"color is Heather grey Lightweight 63% polyester, 32% rayon, 5% spandex"
id_00007069,"color is Cream Midweight, fully lined On-seam pockets"
id_00007070,"color is Cream navy Unlined, woven 100% cotton"
id_00007071,color is Black tan Lightweight Knit
id_00007072,color is Aqua black Lightweight Unlined
id_00007073,color is Olive Woven 100% linen
id_00007074,color is Navy cream Lightweight Knit
id_00007075,"color is White green Knit Short sleeves, ribbed crew neck"
id_00007076,"color is White black Lightweight knit 50% cotton, 50% modal"
id_00007077,color is Cream black Officially licensed product Lightweight knit
id_00007078,"color is Navy red Unlined Lightweight, woven"
id_00007079,color is Heather grey Lightweight 100% polyester
id_00007080,color is Peach Unlined Woven
id_00007081,"color is Beige Unlined, woven 100% polyester"
id_00007082,"color is Cream Stretch knit 95% cotton, 5% spandex"
id_00007083,"color is Salmon Lightweight, woven Unlined"
id_00007084,"color is Navy white Unlined, woven Darted bust"
id_00007085,color is Taupe Fully lined Lightweight
id_00007086,color is Black grey Lightweight knit Unlined
id_00007087,color is Cream rose Woven Unlined
id_00007088,"color is Black red Elasticized drawstring waist, slant pockets Lightweight"
id_00007089,"color is Black burgundy Lightweight 69% cotton, 21% polyester, 10% viscose"
id_00007090,"color is Blue mustard Lightweight, woven Chest patch pocket"
id_00007091,"color is Cream blue Unlined Lightweight, woven"
id_00007092,"color is Cream grey Unlined, woven 100% rayon"
id_00007093,"color is White Knit Shell: 60% cotton, 35% polyester, 5% spandex; Contrast: 50% polyester, 50% nylon"
id_00007094,"color is Heather grey 25"" approx. length from high point shoulder to hem, 42"" chest, 40"" waist, 14"" sleeve length from high point shoulder Measured from Small"
id_00007095,"color is Black white Unlined, woven 53% cotton, 32% rayon, 15% polyester"
id_00007096,"color is White black Partial elasticized waist Woven, unlined"
id_00007097,"color is Blue cream Lightweight, woven Elasticized waist, unlined"
id_00007098,"color is Ivory pink Mock pockets, fully lined Lightweight, woven"
id_00007099,"color is Navy Lightweight, mock back pockets Unlined Zip fly"
id_00007100,"color is White black Raw-cut edges, knit 50% cotton, 50% modal"
id_00007101,"color is Fiery red Fully lined, woven Shell: 100% rayon; Lining: 100% polyester"
id_00007102,"color is Black cream 59% polyester, 41% rayon 25.5"" full length, 44"" chest, 42"" waist, 26"" sleeve length"
id_00007103,"color is Heather grey black Unlined 66% polyester, 32% cotton, 2% spandex"
id_00007104,color is Black Back patch pocket Lightweight knit
id_00007105,"color is Black ivory Unlined, Lightweight Zippered back"
id_00007106,"color is Grey cream Lightweight 75% rayon, 25% polyester"
id_00007107,"color is Navy Unlined, lightweight 95% polyester, 5% spandex"
id_00007108,"color is Heather grey Heavyweight Fully lined, snap button front"
id_00007109,"color is Ivory Fully lined, concealed back zipper Lightweight, woven"
id_00007110,"color is Black Short sleeves, woven Partially lined, concealed back zipper"
id_00007111,"color is Cream Lightweight, woven Partially lined, exposed partial back zipper"
id_00007112,color is Navy Lightweight Long sleeves
id_00007113,"color is Black cream Unlined 95% polyester, 5% spandex"
id_00007114,"color is Black blue 9.25"" waist side seam to hem, 2"" inseam, 23"" leg opening, 9.5"" rise, 29"" waist Measured from Size 26"
id_00007115,"color is Blue cream On-seam side pockets, fully lined Lightweight"
id_00007116,color is Black cream Contrast trim Long sleeves
id_00007117,color is Taupe Fully lined Lightweight
id_00007118,"color is Navy Unlined Lightweight, woven"
id_00007119,color is Black nude Round neckline Lightweight knit
id_00007120,color is Black Knit Lightweight
id_00007121,"color is White multi Unlined Lightweight, woven"
id_00007122,"color is Cream black Knit 95% cotton, 5% spandex"
id_00007123,"color is Taupe Midweight, woven Fully lined, hook-eye closures"
id_00007124,"color is Black pink Round neckline, partially lined Lightweight"
id_00007125,color is Burgundy white Lightweight knit Short sleeves
id_00007126,"color is Red black Unlined Lightweight, woven"
id_00007127,color is Denim washed Unlined Lightweight
id_00007128,color is Blue white Zip fly 100% cotton
id_00007129,color is White Lightweight knit 100% cotton
id_00007130,"color is Taupe black 27"" approx. length from high point shoulder to hem, 26"" chest, 24"" waist Measured from Small"
id_00007131,"color is Black rust Partially elasticized waist Woven, unlined"
id_00007132,color is Teal Stretch-knit Lightweight
id_00007133,"color is Black cream Unlined, woven 100% polyester"
id_00007134,"color is Cream Elasticized waist Lightweight, fully lined"
id_00007135,"color is Black cream 100% rayon 30.5"" inseam, 27"" waist, 11.25"" rise"
id_00007136,"color is Cream navy Unlined Lightweight, woven"
id_00007137,"color is White Semi-sheer, 3/4 sleeves Woven, unlined"
id_00007138,"color is Black Lightweight 49% polyester, 47% acrylic, 4% spandex"
id_00007139,color is Rust Unlined 100% rayon
id_00007140,"color is Black white Round neckline Knit, unlined"
id_00007141,color is Black Lightweight Back button pocket
